ServiceName;Alias;Permission;Action;Description;AccessLevel;Resource
Amazon Connect Customer Profiles;profile;ListIntegrations;profile:ListIntegrations;Grants permission to list all the integrations in a specific domain;List;True
Amazon Connect Customer Profiles;profile;ListProfileObjectTypeTemplates;profile:ListProfileObjectTypeTemplates;Grants permission to list all the profile object type templates in the account;List;False
Amazon Connect Customer Profiles;profile;ListProfileObjectTypes;profile:ListProfileObjectTypes;Grants permission to list all the profile object types in the domain;List;True
Amazon Connect Customer Profiles;profile;ListProfileObjects;profile:ListProfileObjects;Grants permission to list all the profile objects for a profile;List;True
Amazon Connect Customer Profiles;profile;ListTagsForResource;profile:ListTagsForResource;Grants permission to list tags for a resource;Read;False
Amazon Connect Customer Profiles;profile;ListWorkflows;profile:ListWorkflows;Grants permission to list all the workflows in a specific domain;List;True
Amazon Connect Customer Profiles;profile;MergeProfiles;profile:MergeProfiles;Grants permission to merge profiles in a domain;Write;True
Amazon Connect Customer Profiles;profile;PutIntegration;profile:PutIntegration;Grants permission to put a integration in a domain;Write;True
Amazon Connect Customer Profiles;profile;PutProfileObject;profile:PutProfileObject;Grants permission to put an object for a profile;Write;True
Amazon Connect Customer Profiles;profile;PutProfileObjectType;profile:PutProfileObjectType;Grants permission to put a specific profile object type in the domain;Write;True
Amazon Connect Customer Profiles;profile;SearchProfiles;profile:SearchProfiles;Grants permission to search for profiles in a domain;Read;True
Amazon Connect Customer Profiles;profile;TagResource;profile:TagResource;Grants permission to adds tags to a resource;Tagging;False
Amazon Connect Customer Profiles;profile;UntagResource;profile:UntagResource;Grants permission to remove tags from a resource;Tagging;False
Amazon Connect Customer Profiles;profile;UpdateDomain;profile:UpdateDomain;Grants permission to update a Domain;Write;True
Amazon Connect Customer Profiles;profile;UpdateProfile;profile:UpdateProfile;Grants permission to update a profile in the domain;Write;True
Amazon Connect Voice ID;voiceid;CreateDomain;voiceid:CreateDomain;Grants permission to create a domain;Write;False
Amazon Connect Voice ID;voiceid;DeleteDomain;voiceid:DeleteDomain;Grants permission to delete a domain;Write;True
Amazon Connect Voice ID;voiceid;DeleteFraudster;voiceid:DeleteFraudster;Grants permission to delete a fraudster;Write;True
Amazon Connect Voice ID;voiceid;DeleteSpeaker;voiceid:DeleteSpeaker;Grants permission to delete a speaker;Write;True
Amazon Connect Voice ID;voiceid;DescribeComplianceConsent [permission only];voiceid:DescribeComplianceConsent [permission only];Grants permission to describe compliance consent;Read;False
Amazon Connect Voice ID;voiceid;DescribeDomain;voiceid:DescribeDomain;Grants permission to describe a domain;Read;True
Amazon Connect Voice ID;voiceid;DescribeFraudster;voiceid:DescribeFraudster;Grants permission to describe a fraudster;Read;True
Amazon Connect Voice ID;voiceid;DescribeFraudsterRegistrationJob;voiceid:DescribeFraudsterRegistrationJob;Grants permission to describe a fraudster registration job;Read;True
Amazon Connect Voice ID;voiceid;DescribeSpeaker;voiceid:DescribeSpeaker;Grants permission to describe a speaker;Read;True
Amazon Connect Voice ID;voiceid;DescribeSpeakerEnrollmentJob;voiceid:DescribeSpeakerEnrollmentJob;Grants permission to describe a speaker enrollment job;Read;True
Amazon Connect Voice ID;voiceid;EvaluateSession;voiceid:EvaluateSession;Grants permission to evaluate a session;Write;True
Amazon Connect Voice ID;voiceid;ListDomains;voiceid:ListDomains;Grants permission to list domains for an account;List;False
Amazon Connect Voice ID;voiceid;ListFraudsterRegistrationJobs;voiceid:ListFraudsterRegistrationJobs;Grants permission to list fraudster registration jobs for a domain;List;True
Amazon Connect Voice ID;voiceid;ListSpeakerEnrollmentJobs;voiceid:ListSpeakerEnrollmentJobs;Grants permission to list speaker enrollment jobs for a domain;List;True
Amazon Connect Voice ID;voiceid;ListSpeakers;voiceid:ListSpeakers;Grants permission to list speakers for a domain;List;True
Amazon Connect Voice ID;voiceid;ListTagsForResource;voiceid:ListTagsForResource;Grants permission to list tags for a Voice ID resource;Read;True
Amazon Connect Voice ID;voiceid;OptOutSpeaker;voiceid:OptOutSpeaker;Grants permission to opt out a speaker;Write;True
Amazon Connect Voice ID;voiceid;RegisterComplianceConsent [permission only];voiceid:RegisterComplianceConsent [permission only];Grants permission to register compliance consent;Write;False
Amazon Connect Voice ID;voiceid;StartFraudsterRegistrationJob;voiceid:StartFraudsterRegistrationJob;Grants permission to start a fraudster registration job;Write;True
Amazon Connect Voice ID;voiceid;StartSpeakerEnrollmentJob;voiceid:StartSpeakerEnrollmentJob;Grants permission to start a speaker enrollment job;Write;True
Amazon Connect Voice ID;voiceid;TagResource;voiceid:TagResource;Grants permission to tag a Voice ID resource;Tagging;True
Amazon Connect Voice ID;voiceid;UntagResource;voiceid:UntagResource;Grants permission to remove a tag from a Voice ID resource;Tagging;True
Amazon Connect Voice ID;voiceid;UpdateDomain;voiceid:UpdateDomain;Grants permission to update a domain;Write;True
Amazon Connect Wisdom;wisdom;CreateAssistant;wisdom:CreateAssistant;Grants permission to create an assistant;Write;False
Amazon Connect Wisdom;wisdom;CreateAssistantAssociation;wisdom:CreateAssistantAssociation;Grants permission to create an association between an assistant and another resource;Write;True
Amazon Connect Wisdom;wisdom;CreateContent;wisdom:CreateContent;Grants permission to create content;Write;True
Amazon Connect Wisdom;wisdom;CreateKnowledgeBase;wisdom:CreateKnowledgeBase;Grants permission to create a knowledge base;Write;False
Amazon Connect Wisdom;wisdom;CreateSession;wisdom:CreateSession;Grants permission to create a session;Write;True
Amazon Connect Wisdom;wisdom;DeleteAssistant;wisdom:DeleteAssistant;Grants permission to delete an assistant;Write;True
Amazon Connect Wisdom;wisdom;DeleteAssistantAssociation;wisdom:DeleteAssistantAssociation;Grants permission to delete an assistant association;Write;True
Amazon Connect Wisdom;wisdom;DeleteContent;wisdom:DeleteContent;Grants permission to delete content;Write;True
Amazon Connect Wisdom;wisdom;DeleteKnowledgeBase;wisdom:DeleteKnowledgeBase;Grants permission to delete a knowledge base;Write;True
Amazon Connect Wisdom;wisdom;GetAssistant;wisdom:GetAssistant;Grants permission to retrieve information about an assistant;Read;True
Amazon Connect Wisdom;wisdom;GetAssistantAssociation;wisdom:GetAssistantAssociation;Grants permission to retrieve information about an assistant association;Read;True
Amazon Connect Wisdom;wisdom;GetContent;wisdom:GetContent;Grants permission to retrieve content, including a pre-signed URL to download the content;Read;True
Amazon Connect Wisdom;wisdom;GetContentSummary;wisdom:GetContentSummary;Grants permission to retrieve summary information about the content;Read;True
Amazon Connect Wisdom;wisdom;GetKnowledgeBase;wisdom:GetKnowledgeBase;Grants permission to retrieve information about the knowledge base;Read;True
Amazon Connect Wisdom;wisdom;GetRecommendations;wisdom:GetRecommendations;Grants permission to retrieve recommendations for the specified session;Read;True
Amazon Connect Wisdom;wisdom;GetSession;wisdom:GetSession;Grants permission to retrieve information for a specified session;Read;True
Amazon Connect Wisdom;wisdom;ListAssistantAssociations;wisdom:ListAssistantAssociations;Grants permission to list information about assistant associations;List;True
Amazon Connect Wisdom;wisdom;ListAssistants;wisdom:ListAssistants;Grants permission to list information about assistants;List;False
Amazon Connect Wisdom;wisdom;ListContents;wisdom:ListContents;Grants permission to list the content with a knowledge base;List;True
Amazon Connect Wisdom;wisdom;ListKnowledgeBases;wisdom:ListKnowledgeBases;Grants permission to list information about knowledge bases;List;False
Amazon Connect Wisdom;wisdom;ListTagsForResource;wisdom:ListTagsForResource;Grants permission to list the tags for the specified resource;Read;False
Amazon Connect Wisdom;wisdom;NotifyRecommendationsReceived;wisdom:NotifyRecommendationsReceived;Grants permission to remove the specified recommendations from the specified assistant's queue of newly available recommendations;Write;True
Amazon Connect Wisdom;wisdom;QueryAssistant;wisdom:QueryAssistant;Grants permission to perform a manual search against the specified assistant;Read;True
Amazon Connect Wisdom;wisdom;RemoveKnowledgeBaseTemplateUri;wisdom:RemoveKnowledgeBaseTemplateUri;Grants permission to remove a URI template from a knowledge base;Write;True
Amazon Connect Wisdom;wisdom;SearchContent;wisdom:SearchContent;Grants permission to search for content referencing a specified knowledge base. Can be used to get a specific content resource by its name;Read;True
Amazon Connect Wisdom;wisdom;SearchSessions;wisdom:SearchSessions;Grants permission to search for sessions referencing a specified assistant. Can be used to et a specific session resource by its name;Read;True
Amazon Connect Wisdom;wisdom;StartContentUpload;wisdom:StartContentUpload;Grants permission to get a URL to upload content to a knowledge base;Write;True
Amazon Connect Wisdom;wisdom;TagResource;wisdom:TagResource;Grants permission to add the specified tags to the specified resource;Tagging;False
Amazon Connect Wisdom;wisdom;UntagResource;wisdom:UntagResource;Grants permission to remove the specified tags from the specified resource;Tagging;False
